Bits,Matrix Size,Pipelining,Parallelism,Frequency,Slack,Slack,Comb Area,Buf Area,Non-Comb Area,Total Area,Dyn Power (uW),Leakage Power (uW)
16,8,0,1,1.80000000000000000000,MET,0,6460.61,378.252,7317.39,13778,5292.7000,286.199,
16,8,0,1,1.90000000000000000000,MET,0,6303.67,340.48,7312.07,13615.7,4989.1000,282.029,
16,8,0,1,2.00000000000000000000,MET,0.01,6279.2,324.786,7303.3,13582.5,4738.000,281.599,
16,8,0,1,2.10000000000000000000,MET,0.04,6249.14,309.092,7303.3,13552.4,4511.6000,281.065,
16,8,0,1,2.20000000000000000000,MET,0.12,6242.22,305.634,7303.3,13545.5,4307.000,281.265,
16,8,0,1,2.30000000000000000000,MET,0.21,6218.02,295.792,7304.36,13522.4,4118.6000,281.005,
16,8,0,1,2.40000000000000000000,VIOLATED,-0.54,6359,311.486,7349.58,13708.6,3952.8000,284.273,
16,8,0,1,2.50000000000000000000,VIOLATED,-0.41,6308.99,296.324,7342.66,13651.7,3790.3000,282.781,
16,8,0,8,1.60000000000000000000,VIOLATED,-0.03,20319.2,1953.24,17635.5,37954.7,14687.5000,811.522,
16,8,0,8,1.70000000000000000000,MET,0,19885.9,1748.68,17493.8,37379.6,13770.1000,792.276,
16,8,0,8,1.69000000000000000000,MET,0,19875.3,1764.38,17525.4,37400.7,13852.5000,793.021,
16,8,0,8,1.68000000000000000000,MET,0,19964.9,1801.09,17549.9,37514.8,13946.000,796.015,
16,8,0,8,1.67000000000000000000,MET,0,20217.6,1886.74,17606.3,37823.9,14068.1000,807.565,
16,8,0,8,1.66000000000000000000,VIOLATED,-0.02,19889.1,1912.01,17590,37479.1,14116.3000,796.522,
16,8,0,8,1.80000000000000000000,MET,0,19559.5,1603.18,17451.5,37011,12973.6000,782.294,
16,8,0,8,1.90000000000000000000,MET,0,19175.9,1419.91,17432,36608,12258.1000,771.326,
16,8,0,8,2.00000000000000000000,MET,0.01,19116.1,1392.78,17438.4,36554.5,11641.7000,769.852,
16,8,0,8,2.10000000000000000000,MET,0.01,19090.3,1394.9,17441.6,36531.9,11085.6000,769.084,
16,8,0,8,2.20000000000000000000,MET,0,19080.4,1403.42,17441.6,36522.1,10581.000,769.825,
16,8,0,8,2.30000000000000000000,MET,0.03,19042.7,1400.76,17444.8,36487.5,10117.7000,769.13,
16,8,0,8,2.40000000000000000000,VIOLATED,-0.48,19773.1,1297.28,17732.1,37505.2,9726.1000,781.128,
16,8,0,8,2.50000000000000000000,VIOLATED,-0.36,19835.1,1288.24,17724.9,37560,9343.9000,783.084,
16,8,1,1,.90000000000000000000,VIOLATED,-0.34,6625.53,465.234,7506.79,14132.3,10897.1000,291.34,
16,8,1,1,1.00000000000000000000,VIOLATED,-0.25,6545.2,436.24,7512.64,14057.8,9796.5000,289.985,
16,8,1,1,1.10000000000000000000,VIOLATED,-0.17,6494.39,429.59,7508.38,14002.8,8894.4000,289.099,
16,8,1,1,1.20000000000000000000,VIOLATED,-0.03,6542.54,437.57,7504.39,14046.9,8170.00,290.017,
16,8,1,1,1.30000000000000000000,MET,0,6492.53,396.872,7509.45,14002,7541.4000,289.364,
16,8,1,1,1.29000000000000000000,VIOLATED,-0.01,6493.86,403.522,7508.38,14002.2,7600.2000,289.283,
16,8,1,1,1.40000000000000000000,VIOLATED,0,6424.7,371.602,7507.32,13932,6991.000,287.62,
16,8,1,1,1.50000000000000000000,VIOLATED,-0.02,6470.98,395.808,7508.65,13979.6,6530.3000,289.376,
16,8,1,1,1.60000000000000000000,MET,0,6404.48,357.238,7502.8,13907.3,6120.9000,287.795,
16,8,1,1,1.70000000000000000000,MET,0,6338.51,335.692,7500.4,13838.9,5748.4000,285.849,
16,8,1,1,1.80000000000000000000,MET,0,6370.7,378.518,7507.05,13877.8,5429.5000,287.229,
16,8,1,1,1.90000000000000000000,MET,0,6301.01,321.062,7498.81,13799.8,5139.9000,285.687,
16,8,1,1,2.00000000000000000000,MET,0,6287.97,298.452,7497.48,13785.4,4884.8000,285.462,
16,8,1,1,2.10000000000000000000,VIOLATED,-0.38,6261.11,285.684,7493.49,13754.6,4638.7000,284.328,
16,8,1,8,.90000000000000000000,VIOLATED,-0.36,19828.7,1517,19010.5,38839.2,27793.5000,818.239,
16,8,1,8,1.00000000000000000000,VIOLATED,-0.28,19615.1,1456.88,18992.9,38608,24971.7000,811.18,
16,8,1,8,1.10000000000000000000,VIOLATED,-0.16,19733.7,1530.03,18998.5,38732.3,22700.5000,814.181,
16,8,1,8,1.20000000000000000000,VIOLATED,-0.07,19785.6,1593.61,18988.1,38773.8,20814.9000,815.097,
16,8,1,8,1.30000000000000000000,VIOLATED,-0.03,19603.4,1563.81,18982.8,38586.2,19213.3000,808.867,
16,8,1,8,1.40000000000000000000,VIOLATED,-0.01,19737.5,1591.21,18996.1,38733.6,17848.2000,813.467,
16,8,1,8,1.50000000000000000000,VIOLATED,-0.03,19781.1,1617.01,18994,38775.1,16662.000,814.447,
16,8,1,8,1.60000000000000000000,VIOLATED,-0.02,19669.6,1555.04,18987.6,38657.2,15617.6000,811.36,
16,8,1,8,1.70000000000000000000,MET,0,19330.2,1409.53,18960.2,38290.4,14665.1000,798.369,
16,8,1,8,1.69000000000000000000,VIOLATED,0,19443.8,1494.39,18978.6,38422.4,14759.9000,801.797,
16,8,1,8,1.80000000000000000000,MET,0,19532.6,1524.18,18984.4,38517.1,13868.9000,806.515,
16,8,1,8,1.90000000000000000000,MET,0,19379.7,1397.3,18950.4,38330.1,13124.6000,800.226,
16,8,1,8,2.00000000000000000000,MET,0,19373.6,1393.84,18939.7,38313.3,12471.9000,799.364,
16,8,1,8,2.10000000000000000000,VIOLATED,-0.42,18884.1,995.638,18912.9,37797,11844.5000,780.693,
16,8,1,8,2.20000000000000000000,VIOLATED,-0.42,19534.8,1198.86,18936,38470.8,11320.7000,793.434,
16,8,1,8,2.30000000000000000000,VIOLATED,-0.3,19568,1208.7,18923.8,38491.8,10832.4000,793.971,
16,8,1,8,2.40000000000000000000,VIOLATED,-0.26,19307.6,1104.43,18918.5,38226.1,10360.8000,787.066,
16,8,1,8,2.50000000000000000000,VIOLATED,-0.13,19470.1,1151.51,18928.3,38398.4,9957.3000,791.706,
16,12,0,1,1.60000000000000000000,VIOLATED,-0.05,9109.97,794.808,14032,23142,12092.000,474.172,
16,12,0,1,1.70000000000000000000,MET,0,9031.5,748.258,14024.3,23055.8,11363.4000,471.582,
16,12,0,1,1.69000000000000000000,MET,0,9055.97,749.588,14023.8,23079.8,11435.2000,471.913,
16,12,0,1,1.68000000000000000000,MET,0,9066.88,751.982,14025.4,23092.3,11504.9000,472.23,
16,12,0,1,1.67000000000000000000,VIOLATED,-0.01,9093.74,767.676,14027.2,23121,11580.9000,473.221,
16,12,0,1,1.80000000000000000000,MET,0,8893.98,712.88,14013.4,22907.4,10709.9000,466.926,
16,12,0,1,1.90000000000000000000,MET,0,8849.82,730.968,13994.3,22844.1,10129.8000,465.575,
16,12,0,1,2.00000000000000000000,MET,0.01,8827.48,734.692,13997.5,22824.9,9621.4000,465.467,
16,12,0,1,2.10000000000000000000,MET,0.05,8882.27,734.426,13986.8,22869.1,9178.1000,467.02,
16,12,0,1,2.20000000000000000000,MET,0.13,8883.34,747.194,13986.8,22870.1,8761.000,467.785,
16,12,0,1,2.30000000000000000000,MET,0.14,8809.39,758.366,13994.3,22803.6,8368.000,465.754,
16,12,0,1,2.40000000000000000000,VIOLATED,-0.57,8928.02,776.188,14028.3,22956.3,8024.8000,467.477,
16,12,0,1,2.50000000000000000000,VIOLATED,-0.45,8952.76,791.882,14026.7,22979.5,7709.2000,468.078,
16,12,0,12,1.60000000000000000000,VIOLATED,-0.04,31724.8,3015.38,33612.3,65337,25291.2000,1284.2000,
16,12,0,12,1.70000000000000000000,MET,0,31739.4,2825.19,33526.9,65266.3,23810.9000,1283.7000,
16,12,0,12,1.69000000000000000000,MET,0,31900.8,2850.99,33581.7,65482.5,23980.2000,1291.2000,
16,12,0,12,1.68000000000000000000,VIOLATED,-0.04,31648.4,2908.44,33493.4,65141.8,24077.000,1279.2000,
16,12,0,12,1.80000000000000000000,MET,0,30619.3,2378.04,33360.7,63979.9,22301.5000,1247.5000,
16,12,0,12,1.90000000000000000000,MET,0,30045.2,2135.98,33344.4,63389.7,21067.7000,1237.7000,
16,12,0,12,2.00000000000000000000,MET,0,29866.7,2051.13,33347.6,63214.4,19999.000,1238.3000,
16,12,0,12,2.10000000000000000000,MET,0.01,29855.3,2054.05,33341.2,63196.5,19039.2000,1244.5000,
16,12,0,12,2.20000000000000000000,MET,0.01,29865.9,2069.48,33337,63202.9,18170.9000,1256.000,
16,12,0,12,2.30000000000000000000,MET,0.11,29853.7,2074.27,33335.9,63189.6,17375.3000,1260.1000,
16,12,0,12,2.40000000000000000000,VIOLATED,-0.52,30490.3,1698.68,33746.4,64236.6,16652.3000,1264.7000,
16,12,0,12,2.50000000000000000000,VIOLATED,-0.45,30246.6,1615.95,33746.9,63993.5,15972.3000,1258.3000,
16,12,1,1,.90000000000000000000,VIOLATED,-0.36,8971.12,688.142,14185,23156.1,21733.1000,472.914,
16,12,1,1,1.00000000000000000000,VIOLATED,-0.24,9024.05,691.068,14186,23210.1,19535.000,472.937,
16,12,1,1,1.10000000000000000000,VIOLATED,-0.13,9027.51,679.098,14186.8,23214.4,17759.6000,472.958,
16,12,1,1,1.20000000000000000000,VIOLATED,-0.05,8989.47,703.038,14186.8,23176.3,16272.8000,472.285,
16,12,1,1,1.30000000000000000000,VIOLATED,0,8959.94,729.904,14183.4,23143.3,15013.2000,471.457,
16,12,1,1,1.40000000000000000000,MET,0,8913.39,700.91,14179.1,23092.5,13932.2000,470.017,
16,12,1,1,1.39000000000000000000,VIOLATED,-0.01,8931.75,725.648,14181.5,23113.3,14033.4000,470.545,
16,12,1,1,1.50000000000000000000,VIOLATED,-0.05,8906.21,720.062,14180.5,23086.7,12998.2000,469.745,
16,12,1,1,1.60000000000000000000,VIOLATED,-0.01,8916.59,743.47,14181,23097.6,12188.9000,470.405,
16,12,1,1,1.70000000000000000000,MET,0,8885.73,718.998,14179.1,23064.9,11469.5000,469.568,
16,12,1,1,1.80000000000000000000,MET,0,8893.44,736.022,14177.5,23071,10832.7000,470.166,
16,12,1,1,1.90000000000000000000,MET,0,8862.59,747.194,14178.3,23040.9,10255.7000,469.288,
16,12,1,1,2.00000000000000000000,MET,0,8858.6,746.662,14172.2,23030.8,9744.6000,469.208,
16,12,1,1,2.10000000000000000000,VIOLATED,-0.49,8859.13,782.04,14179.7,23038.8,9265.000,468.679,
16,12,1,1,2.20000000000000000000,VIOLATED,-0.35,9032.03,808.64,14180.2,23212.2,8870.4000,472.824,
16,12,1,12,.90000000000000000000,VIOLATED,-0.37,30755.2,2160.19,35644.3,66399.5,47535.9000,1277.3000,
16,12,1,12,1.00000000000000000000,VIOLATED,-0.27,30703.8,2212.59,35653,66356.9,42759.3000,1276.1000,
16,12,1,12,1.10000000000000000000,VIOLATED,-0.17,30704.9,2205.14,35640.3,66345.2,38883.000,1275.2000,
16,12,1,12,1.20000000000000000000,VIOLATED,-0.08,30768,2314.47,35655.7,66423.7,35638.000,1279.7000,
16,12,1,12,1.30000000000000000000,VIOLATED,-0.04,30591.3,2338.67,35642.4,66233.7,32872.5000,1270.2000,
16,12,1,12,1.40000000000000000000,VIOLATED,-0.02,30604.4,2263.66,35648,66252.4,30529.8000,1271.2000,
16,12,1,12,1.50000000000000000000,VIOLATED,-0.08,30367.9,2100.87,35612.1,65980,28457.5000,1266.1000,
16,12,1,12,1.60000000000000000000,VIOLATED,-0.01,30805.7,2373.25,35645.1,66450.8,26728.4000,1284.3000,
16,12,1,12,1.70000000000000000000,MET,0,30139.7,2165.51,35639.7,65779.4,25067.000,1267.3000,
16,12,1,12,1.69000000000000000000,VIOLATED,-0.01,30246.9,2251.42,35640.5,65887.4,25233.4000,1270.5000,
16,12,1,12,1.80000000000000000000,VIOLATED,-0.01,30438.4,2196.63,35632,66070.4,23709.1000,1285.2000,
16,12,1,12,1.90000000000000000000,MET,0,30206.7,2059.11,35585.7,65792.4,22417.7000,1284.3000,
16,12,1,12,2.00000000000000000000,MET,0,30211,2015.48,35583.1,65794,21292.6000,1293.1000,
16,12,1,12,2.10000000000000000000,VIOLATED,-0.41,29525.2,1458.74,35545.8,65071,20177.6000,1273.2000,
16,12,1,12,2.20000000000000000000,VIOLATED,-0.44,30369.5,1717.56,35552.5,65922,19299.7000,1287.9000,
16,12,1,12,2.30000000000000000000,VIOLATED,-0.37,29998.9,1566.47,35554.1,65553,18428.4000,1278.5000,
16,12,1,12,2.40000000000000000000,VIOLATED,-0.19,30617.9,1789.12,35575.6,66193.6,17717.000,1296.3000,
16,12,1,12,2.50000000000000000000,VIOLATED,-0.12,30313.9,1685.91,35567.9,65881.8,16981.3000,1287.1000,
16,16,0,1,1.60000000000000000000,VIOLATED,-0.11,18242.8,861.042,23036.7,41279.5,22113.1000,857.82,
16,16,0,1,1.70000000000000000000,VIOLATED,-0.02,18240.4,824.866,22990.4,41230.8,20821.2000,856.152,
16,16,0,1,1.80000000000000000000,MET,0,18168.9,768.74,22977.9,41146.7,19653.4000,853.952,
16,16,0,1,1.79000000000000000000,MET,0,18187,787.094,22980.3,41167.2,19765.1000,854.45,
16,16,0,1,1.78000000000000000000,MET,0,18206.4,783.104,22989,41195.4,19883.9000,855.362,
16,16,0,1,1.77000000000000000000,MET,0,18202.4,788.424,22985.3,41187.7,19992.2000,854.991,
16,16,0,1,1.76000000000000000000,MET,0,18205.3,782.572,22990.9,41196.2,20107.9000,855.331,
16,16,0,1,1.75000000000000000000,MET,0,18228.2,837.634,22985.9,41214,20215.8000,855.008,
16,16,0,1,1.74000000000000000000,MET,0,18194.9,786.562,22984.5,41179.5,20334.1000,854.489,
16,16,0,1,1.73000000000000000000,MET,0,18219.1,803.586,22989,41208.2,20454.1000,855.24,
16,16,0,1,1.72000000000000000000,MET,0,18283.5,878.066,23012.2,41295.7,20576.1000,858.237,
16,16,0,1,1.71000000000000000000,VIOLATED,-0.01,18226.3,825.93,22997.8,41224.1,20694.1000,855.805,
16,16,0,1,1.90000000000000000000,MET,0,18005,726.446,22969.1,40974.1,18599.5000,849.979,
16,16,0,1,2.00000000000000000000,MET,0,17952.6,699.846,22958.5,40911.1,17667.3000,849.219,
16,16,0,1,2.10000000000000000000,MET,0.01,17896.7,672.98,22960.6,40857.3,16824.1000,848.513,
16,16,0,1,2.20000000000000000000,MET,0.15,17884.5,665.798,22958.5,40843,16059.7000,848.728,
16,16,0,1,2.30000000000000000000,MET,0.18,17843.5,646.646,22959.5,40803.1,15361.6000,848.391,
16,16,0,1,2.40000000000000000000,VIOLATED,-0.47,18014.1,677.768,22998.6,41012.7,14729.7000,852.615,
16,16,0,1,2.50000000000000000000,VIOLATED,-0.38,17978.9,653.828,22999.2,40978.1,14138.3000,851.748,
16,16,0,1,2.60000000000000000000,VIOLATED,-0.26,18018.3,691.334,22999.7,41018,13595.4000,852.776,
16,16,0,16,1.60000000000000000000,VIOLATED,-0.1,54940.4,4425.18,54380.2,109321,42180.00,2304.3000,
16,16,0,16,1.70000000000000000000,MET,0,53175.3,3802.47,54354.7,107530,39419.4000,2249.6000,
16,16,0,16,1.69000000000000000000,VIOLATED,0,53437.8,3900.09,54384,107822,39704.6000,2259.7000,
16,16,0,16,1.80000000000000000000,MET,0,53635.4,3724,54157.9,107793,37307.000,2259.5000,
16,16,0,16,1.90000000000000000000,MET,0,52253.3,3135.61,54068,106321,35175.000,2214.9000,
16,16,0,16,2.00000000000000000000,MET,0,52079.9,3064.59,54058.4,106138,33398.5000,2210.2000,
16,16,0,16,2.10000000000000000000,MET,0.01,52061.5,3080.55,54074.3,106136,31809.1000,2210.5000,
16,16,0,16,2.20000000000000000000,MET,0.02,52001.4,3086.93,54058.4,106060,30352.5000,2209.8000,
16,16,0,16,2.30000000000000000000,MET,0.12,52037,3098.9,54064.8,106102,29038.2000,2211.5000,
16,16,0,16,2.40000000000000000000,VIOLATED,-0.48,53176.6,2700.17,54589.3,107766,27861.9000,2228.4000,
16,16,0,16,2.50000000000000000000,VIOLATED,-0.39,53198.1,2653.88,54579.5,107778,26744.5000,2228.5000,
16,16,1,1,.90000000000000000000,VIOLATED,-0.36,18619.7,1061.87,23162.2,41781.9,39597.7000,863.56,
16,16,1,1,1.00000000000000000000,VIOLATED,-0.24,18488.9,1008.14,23164.9,41653.7,35624.6000,861.436,
16,16,1,1,1.10000000000000000000,VIOLATED,-0.15,18308.8,898.814,23162.2,41471,32357.6000,857.498,
16,16,1,1,1.20000000000000000000,VIOLATED,-0.05,18245.2,858.914,23157.7,41402.9,29656.8000,855.662,
16,16,1,1,1.30000000000000000000,VIOLATED,-0.02,18201.3,807.31,23166.5,41367.8,27387.2000,855.851,
16,16,1,1,1.40000000000000000000,VIOLATED,-0.02,18175.2,826.994,23159.3,41334.5,25422.9000,855.678,
16,16,1,1,1.50000000000000000000,VIOLATED,-0.02,18144.1,757.302,23163.3,41307.4,23741.5000,855.626,
16,16,1,1,1.60000000000000000000,VIOLATED,0,18077.6,742.938,23163,41240.6,22251.6000,854.555,
16,16,1,1,1.70000000000000000000,MET,0,18008.2,718.466,23156.9,41165.1,20937.3000,853.229,
16,16,1,1,1.69000000000000000000,VIOLATED,0,18109,803.32,23160.1,41269.1,21067.9000,856.033,
16,16,1,1,1.80000000000000000000,MET,0,18003.4,701.442,23152.1,41155.5,19777.9000,853.786,
16,16,1,1,1.90000000000000000000,VIOLATED,-0.02,17995.7,736.82,23156.4,41152.1,18728.2000,854.098,
16,16,1,1,2.00000000000000000000,VIOLATED,-0.02,17969.9,710.752,23158.2,41128.1,17794.9000,854.686,
16,16,1,1,2.10000000000000000000,VIOLATED,-0.43,17855.8,626.962,23144.7,41000.4,16921.5000,851.073,
16,16,1,1,2.20000000000000000000,VIOLATED,-0.44,17934.8,666.33,23155,41089.8,16162.2000,852.828,
16,16,1,1,2.30000000000000000000,VIOLATED,-0.26,17975.5,672.98,23154.5,41130,15463.8000,854.037,
16,16,1,1,2.40000000000000000000,VIOLATED,-0.14,17989.6,684.95,23155,41144.6,14822.7000,854.267,
16,16,1,1,2.50000000000000000000,VIOLATED,-0.06,17974.2,657.818,23154,41128.1,14228.8000,853.908,
16,16,1,16,.90000000000000000000,VIOLATED,-0.38,53100,3242.27,57119.5,110219,78120.1000,2291.9000,
16,16,1,16,1.00000000000000000000,VIOLATED,-0.27,53085.1,3219.93,57117.9,110203,70310.7000,2290.3000,
16,16,1,16,1.10000000000000000000,VIOLATED,-0.17,53152.4,3247.06,57179.9,110332,63938.2000,2294.1000,
16,16,1,16,1.20000000000000000000,VIOLATED,-0.1,52914.1,3286.43,57103.8,110018,58543.8000,2287.4000,
16,16,1,16,1.30000000000000000000,VIOLATED,-0.06,52725.2,3268.34,57099.8,109825,54019.5000,2278.7000,
16,16,1,16,1.40000000000000000000,VIOLATED,-0.03,52838.2,3288.29,57135.7,109974,50177.9000,2281.7000,
16,16,1,16,1.50000000000000000000,VIOLATED,-0.06,53006.9,3200.51,57126.4,110133,46864.5000,2289.6000,
16,16,1,16,1.60000000000000000000,VIOLATED,-0.04,52851.8,3242.01,57147.2,109999,43914.7000,2283.7000,
16,16,1,16,1.70000000000000000000,VIOLATED,-0.05,52070.3,3103.42,57106.2,109177,41237.5000,2256.1000,
16,16,1,16,1.80000000000000000000,VIOLATED,-0.03,52608.7,3310.1,57118.7,109727,38994.6000,2272.3000,
16,16,1,16,1.90000000000000000000,VIOLATED,0,52679.2,3203.7,57120.3,109799,36953.8000,2275.1000,
16,16,1,16,2.00000000000000000000,VIOLATED,-0.02,52515.6,3080.01,57091.8,109607,35090.3000,2266.3000,
16,16,1,16,2.10000000000000000000,VIOLATED,-0.43,51573.7,2262.06,57007,108581,33317.6000,2230.8000,
16,16,1,16,2.20000000000000000000,VIOLATED,-0.48,52360.5,2513.7,57018.2,109379,31811.2000,2239.6000,
16,16,1,16,2.30000000000000000000,VIOLATED,-0.29,53142,2723.57,57036.5,110179,30507.5000,2264.6000,
16,16,1,16,2.40000000000000000000,VIOLATED,-0.31,52030.4,2311.81,57016.6,109047,29128.9000,2231.3000,
16,16,1,16,2.50000000000000000000,VIOLATED,-0.11,52947.8,2655.48,57032,109980,28044.5000,2257.7000,
16,16,1,16,2.60000000000000000000,VIOLATED,-0.03,52688.2,2494.02,57035.7,109724,26951.1000,2252.4000,
16,16,1,16,2.70000000000000000000,MET,0,52008.3,2022.13,57002.7,109011,25915.7000,2234.2000,
16,16,1,16,2.69000000000000000000,MET,0,52073.2,1970.26,57012.8,109086,26026.1000,2238.5000,
16,16,1,16,2.68000000000000000000,MET,0,52127,2071.61,57000.1,109127,26113.6000,2239.1000,
16,16,1,16,2.67000000000000000000,MET,0,52148,2205.14,57008.3,109156,26204.9000,2236.9000,
16,16,1,16,2.66000000000000000000,MET,0,52341.1,2249.83,57009.4,109350,26316.2000,2243.2000,
16,16,1,16,2.65000000000000000000,MET,0,52342.4,2247.7,56999.8,109342,26419.000,2241.2000,
16,16,1,16,2.64000000000000000000,MET,0,52416.9,2334.42,57012.8,109430,26518.1000,2244.4000,
16,16,1,16,2.63000000000000000000,MET,0,52535.5,2332.82,57008.1,109544,26630.7000,2248.7000,
16,16,1,16,2.62000000000000000000,MET,0,52755.8,2373.25,57035.2,109791,26757.7000,2255.9000,
16,16,1,16,2.61000000000000000000,MET,0,52793,2348.78,57015.5,109809,26864.4000,2257.7000,
16,16,1,16,2.60000000000000000000,VIOLATED,-0.03,52688.2,2494.02,57035.7,109724,26951.1000,2252.4000,
16,16,1,16,2.80000000000000000000,MET,0,51180.3,1782.2,56991.3,108172,24924.9000,2208.1000,
16,16,1,16,2.90000000000000000000,MET,0,50255.6,1687.24,56990.8,107246,23980.00,2176.8000,
16,16,1,16,3.00000000000000000000,MET,0,49396.7,1682.98,56976.1,106373,23097.9000,2147.1000,
16,16,1,16,3.10000000000000000000,MET,0,49080.2,1585.63,56953,106033,22319.000,2138.000,
16,16,1,16,3.20000000000000000000,MET,0,48936.6,1578.44,56953,105890,21615.6000,2132.9000,
16,16,1,16,3.30000000000000000000,MET,0,48633.8,1557.96,56956.2,105590,20940.5000,2122.7000,
16,16,1,16,3.40000000000000000000,MET,0.02,48460.1,1548.12,56955.9,105416,20315.000,2117.000,
16,16,1,16,3.50000000000000000000,MET,0.12,48460.1,1548.12,56955.9,105416,19734.6000,2117.2000,
16,20,0,1,1.60000000000000000000,VIOLATED,-0.12,20183.8,1699.47,34307.9,54491.7,32364.5000,1133.2000,
16,20,0,1,1.70000000000000000000,VIOLATED,-0.01,20189.7,1730.06,34304.4,54494.1,30456.3000,1133.1000,
16,20,0,1,1.80000000000000000000,MET,0,19983.5,1637.76,34283.7,54267.2,28730.1000,1126.6000,
16,20,0,1,1.79000000000000000000,MET,0,20045.8,1655.32,34294.8,54340.6,28902.2000,1129.3000,
16,20,0,1,1.78000000000000000000,MET,0,20065.4,1662.5,34299.1,54364.5,29069.3000,1129.8000,
16,20,0,1,1.77000000000000000000,MET,0,20047.6,1638.83,34299.4,54347,29235.000,1129.000,
16,20,0,1,1.76000000000000000000,MET,0,20062.8,1658.24,34300.4,54363.2,29402.2000,1129.5000,
16,20,0,1,1.75000000000000000000,MET,0,20083.5,1667.55,34304.2,54387.7,29575.8000,1130.2000,
16,20,0,1,1.74000000000000000000,MET,0,20101.6,1649.73,34305.8,54407.4,29748.2000,1131.2000,
16,20,0,1,1.73000000000000000000,MET,0,20118.9,1680.06,34302.6,54421.5,29919.8000,1130.9000,
16,20,0,1,1.72000000000000000000,VIOLATED,-0.01,20124.5,1698.94,34302.8,54427.3,30092.2000,1131.2000,
16,20,0,1,1.90000000000000000000,MET,0,19951.6,1637.5,34266.7,54218.2,27219.1000,1126.6000,
16,20,0,1,2.00000000000000000000,MET,0,19841.5,1621.27,34273,54114.5,25847.3000,1124.3000,
16,20,0,1,2.10000000000000000000,MET,0.02,19877.9,1625.26,34263.5,54141.4,24623.2000,1125.6000,
16,20,0,1,2.20000000000000000000,MET,0.08,19861.2,1630.58,34263.5,54124.6,23503.9000,1125.7000,
16,20,0,1,2.30000000000000000000,MET,0.15,19845.2,1639.09,34263.5,54108.7,22481.9000,1125.7000,
16,20,0,1,2.40000000000000000000,VIOLATED,-0.46,19987,1703.46,34305.8,54292.7,21546.6000,1129.2000,
16,20,0,1,2.50000000000000000000,VIOLATED,-0.37,19946,1696.02,34305.2,54251.2,20680.7000,1127.7000,
16,20,0,1,2.60000000000000000000,VIOLATED,-0.27,19955.1,1694.95,34312.7,54267.7,19886.9000,1128.3000,
16,20,0,20,1.60000000000000000000,VIOLATED,-0.05,65047.4,5185.94,79762,144809,62490.7000,3100.1000,
16,20,0,20,1.70000000000000000000,MET,0,64196.7,4631.06,79584.5,143781,58704.8000,3066.4000,
16,20,0,20,1.69000000000000000000,MET,0,64102.8,4745.71,79685.4,143788,59057.7000,3066.5000,
16,20,0,20,1.68000000000000000000,VIOLATED,-0.01,64476.8,4940.42,79743.3,144220,59464.2000,3082.9000,
16,20,0,20,1.80000000000000000000,MET,0,63285.4,4247.75,79353.1,142639,55343.7000,3032.000,
16,20,0,20,1.90000000000000000000,MET,0,62612.1,3807.79,79342.5,141955,52403.3000,3014.6000,
16,20,0,20,2.00000000000000000000,MET,0,63625.6,3970.05,79480.8,143106,49926.2000,3048.2000,
16,20,0,20,2.10000000000000000000,MET,0.01,62394.3,3728.52,79337.2,141731,47383.2000,3008.5000,
16,20,0,20,2.20000000000000000000,MET,0.04,62273,3749.27,79328.6,141602,45221.1000,3006.7000,
16,20,0,20,2.30000000000000000000,MET,0.07,62308.6,3766.83,79335,141644,43256.2000,3007.8000,
16,20,0,20,2.40000000000000000000,VIOLATED,-0.54,63094.4,3032.13,79978.2,143073,41534.000,3009.6000,
16,20,0,20,2.50000000000000000000,VIOLATED,-0.43,63380.4,3126.3,79976.4,143357,39885.3000,3019.000,
16,20,1,1,.90000000000000000000,VIOLATED,-0.35,20440.5,1895.52,34467.2,54907.7,57902.7000,1140.2000,
16,20,1,1,1.00000000000000000000,VIOLATED,-0.26,20303.5,1781.14,34471.7,54775.3,51980.00,1136.5000,
16,20,1,1,1.10000000000000000000,VIOLATED,-0.14,20239.7,1716.23,34462.2,54701.8,47215.5000,1133.9000,
16,20,1,1,1.20000000000000000000,VIOLATED,-0.04,20131.1,1653.72,34459.5,54590.6,43290.00,1131.7000,
16,20,1,1,1.30000000000000000000,VIOLATED,-0.07,19964.6,1623.4,34451.3,54415.9,39933.1000,1128.3000,
16,20,1,1,1.40000000000000000000,VIOLATED,-0.01,20012.8,1630.31,34459,54471.7,37104.2000,1129.6000,
16,20,1,1,1.50000000000000000000,VIOLATED,-0.05,19991.5,1630.85,34457.9,54449.4,34624.5000,1129.2000,
16,20,1,1,1.60000000000000000000,VIOLATED,-0.01,20026.6,1695.48,34457.6,54484.2,32464.5000,1130.3000,
16,20,1,1,1.70000000000000000000,MET,0,19916.5,1621,34453.6,54370.1,30549.000,1128.4000,
16,20,1,1,1.69000000000000000000,VIOLATED,-0.11,19851,1618.61,34450.2,54301.2,30724.4000,1126.2000,
16,20,1,1,1.80000000000000000000,VIOLATED,-0.01,19877.1,1631.11,34455.8,54332.9,28847.000,1127.9000,
16,20,1,1,1.90000000000000000000,VIOLATED,0,19885.6,1651.33,34450.5,54336.1,27328.2000,1128.6000,
16,20,1,1,2.00000000000000000000,MET,0,19859.6,1635.63,34451.5,54311.1,25962.6000,1128.6000,
16,20,1,1,2.10000000000000000000,VIOLATED,-0.43,19857.4,1664.1,34468.8,54326.2,24714.1000,1129.5000,
